catalogue_id,full_name,current_full_name,html_url,current_url,description,description_de,primary_category,category_label_en,category_label_de,scope_status,record_status,redirects_to,github_repository_id,github_status,homepage_url,is_archived,is_disabled,is_fork,default_branch,primary_language,license_spdx,topics,stargazers_count,forks_count,open_issues_count,created_at,pushed_at,updated_at,snapshot_date,github_metadata_captured_at
GHIAO-0071,gsspdev/DrumMachine,gsspdev/DrumMachine,https://github.com/gsspdev/DrumMachine,https://github.com/gsspdev/DrumMachine,Fork of a project updated to be compatible with language changes for handling audio streams.,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,545040657,available,,False,False,False,main,Swift,,"[""audio"",""audio-player"",""audio-streaming"",""drum-machine"",""dsp"",""ios"",""ios-app"",""music"",""music-composition"",""musical-instrument"",""musical-instruments"",""swift"",""xcode""]",1,0,0,2022-10-03T17:20:01Z,2022-10-03T17:22:26Z,2023-11-01T03:11:39Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0072,MikeMorenoDSP/pd-mkmr,MikeMorenoDSP/pd-mkmr,https://github.com/MikeMorenoDSP/pd-mkmr,https://github.com/MikeMorenoDSP/pd-mkmr,A compilation of abstractions and instruments compatible with Pure Data vanilla.,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,133705600,available,,False,False,False,master,Tcl,BSD-3-Clause,"[""audio"",""filters"",""musical-instruments"",""oscillators"",""puredata"",""reverb""]",318,30,2,2018-05-16T18:07:09Z,2024-04-19T23:57:22Z,2026-08-06T14:52:19Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0073,nbrochec/flute-physical-modelling,nbrochec/flute-physical-modelling,https://github.com/nbrochec/flute-physical-modelling,https://github.com/nbrochec/flute-physical-modelling,Flute Physical Modelling,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,655631704,available,,False,False,False,main,Max,MIT,"[""acoutics"",""flute"",""max-msp"",""physical-modeling-synthesis""]",9,0,0,2023-06-19T09:31:10Z,2025-02-16T02:43:32Z,2026-06-29T15:05:17Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0074,mac787/Virtual-Analog,mac787/Virtual-Analog,https://github.com/mac787/Virtual-Analog,https://github.com/mac787/Virtual-Analog,A collection of virtual analog models in the form of MATLAB scripts.,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,adjacent,active,,199347040,available,,False,False,False,master,MATLAB,,"[""acoustics"",""audio"",""blackface"",""circuit"",""digital-signal-processing"",""diode"",""distortion"",""fender"",""guitar"",""guvnor"",""marshall"",""newton-raphson"",""nonlinear"",""numerical-methods"",""physical-modeling"",""time-domain"",""tone-stack"",""transistor"",""virtual-analog"",""virtual-analog-modelling""]",19,3,0,2019-07-28T23:25:57Z,2019-07-29T01:43:18Z,2026-06-20T17:33:10Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0075,grz0zrg/fas,grz0zrg/fas,https://github.com/grz0zrg/fas,https://github.com/grz0zrg/fas,C Pixels-based graphical audio synthesizer implemented as a WebSocket server,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,78288048,available,https://www.fsynth.com,False,False,False,master,C,BSD-2-Clause,"[""additive-synth"",""additive-synthesis"",""additive-synthesizer"",""audio"",""distributed"",""faust"",""filters-bank"",""formant"",""granular-synthesis"",""graphical-audio"",""image-synth"",""jack"",""oscillators-bank"",""portaudio"",""raspberry-pi"",""sound-synthesis"",""soundpipe"",""spectral"",""synthesizer"",""wavetable-synthesizer""]",138,10,0,2017-01-07T15:53:24Z,2022-08-30T19:53:20Z,2026-08-16T09:08:38Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0076,mtytel/helm,mtytel/helm,https://github.com/mtytel/helm,https://github.com/mtytel/helm,Helm - a free polyphonic synth with lots of modulation,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,28954234,available,http://tytel.org/helm,True,False,False,master,C++,GPL-3.0,[],2504,229,133,2015-01-08T07:27:12Z,2022-09-24T04:23:20Z,2026-08-09T21:27:46Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0077,amsynth/amsynth,amsynth/amsynth,https://github.com/amsynth/amsynth,https://github.com/amsynth/amsynth,Simple software synthesizer for Linux,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,6212471,available,,False,False,False,develop,C++,GPL-2.0,"[""c-plus-plus"",""dsp"",""gtk"",""linux"",""lv2"",""synthesis"",""synthesizer"",""vst""]",503,60,18,2012-10-14T10:11:41Z,2026-07-14T10:21:45Z,2026-08-18T08:44:06Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0078,sfztools/sfizz,sfztools/sfizz,https://github.com/sfztools/sfizz,https://github.com/sfztools/sfizz,"SFZ parser and synth c++ library, providing a JACK standalone client","Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,199350095,available,https://sfz.tools/sfizz/,True,False,False,develop,C++,BSD-2-Clause,"[""jack"",""jack-client"",""musical-instrument"",""sample-player"",""sampler"",""sampler-engine"",""sfz"",""sfz-files"",""sfz-format"",""sfz-library""]",533,89,73,2019-07-29T00:12:15Z,2025-03-17T20:18:36Z,2026-08-05T22:54:15Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0079,sfztools/sfizz-webaudio,sfztools/sfizz-webaudio,https://github.com/sfztools/sfizz-webaudio,https://github.com/sfztools/sfizz-webaudio,sfizz as a WebAudio library,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,core,active,,430218087,available,,False,False,False,main,JavaScript,MIT,[],22,4,5,2021-11-20T21:59:53Z,2024-06-20T06:05:27Z,2026-07-16T09:22:51Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0080,pure-data/pure-data,pure-data/pure-data,https://github.com/pure-data/pure-data,https://github.com/pure-data/pure-data,Pure Data -  a free real-time computer music system,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,adjacent,active,,23065862,available,,False,False,False,master,C,NOASSERTION,[],2070,290,594,2014-08-18T09:36:46Z,2026-08-22T12:20:40Z,2026-08-24T10:33:28Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0081,csound/csound,csound/csound,https://github.com/csound/csound,https://github.com/csound/csound,Main repository for Csound,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,adjacent,active,,18047592,available,https://csound.com,False,False,False,develop,C,LGPL-2.1,[],1502,212,29,2014-03-24T00:47:43Z,2026-08-19T12:22:13Z,2026-08-24T01:56:18Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0082,supercollider/supercollider,supercollider/supercollider,https://github.com/supercollider/supercollider,https://github.com/supercollider/supercollider,"An audio server, programming language, and IDE for sound synthesis and algorithmic composition.","Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,adjacent,active,,4228314,available,http://supercollider.github.io,False,False,False,develop,C++,GPL-3.0,"[""algorithmic-composition"",""audio"",""c-plus-plus"",""computer-music"",""electronic-music"",""hacktoberfest"",""livecoding"",""music"",""programming-language"",""sclang"",""scsynth"",""sonification"",""sound"",""supercollider"",""synthesis""]",6703,847,1093,2012-05-04T19:24:51Z,2026-08-20T21:07:16Z,2026-08-25T11:44:04Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0083,zakaton/Pink-Trombone,zakaton/Pink-Trombone,https://github.com/zakaton/Pink-Trombone,https://github.com/zakaton/Pink-Trombone,A programmable version of Neil Thapen's Pink Trombone,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,adjacent,active,,175134792,available,https://zakaton.github.io/Pink-Trombone/,False,False,False,master,JavaScript,GPL-3.0,"[""api"",""auditory-display"",""pink-trombone"",""procedural-audio"",""sound-design"",""speech-synthesis"",""vocal-tract"",""voice"",""voice-design"",""voice-synthesis"",""voice-ui"",""web-audio"",""web-audio-worklet"",""web-component""]",217,37,30,2019-03-12T04:22:41Z,2025-01-11T07:35:30Z,2026-08-25T00:40:57Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0084,jmiskovic/voicebox,jmiskovic/voicebox,https://github.com/jmiskovic/voicebox,https://github.com/jmiskovic/voicebox,Reskinning the pink trombone tract synth,"Virtuelles Musikinstrument, Synthesizer, Sampler oder Instrumenten-Framework.",virtual_instruments_and_synthesis,Virtual instruments and sound synthesis,Virtuelle Instrumente und Synthese,adjacent,active,,646785739,available,,False,False,True,master,TypeScript,MIT,[],3,0,0,2023-05-29T10:37:48Z,2023-06-04T14:30:46Z,2026-01-28T12:49:21Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0085,alexxior/TaPAS,alexxior/TaPAS,https://github.com/alexxior/TaPAS,https://github.com/alexxior/TaPAS,Theoretical acoustics Plugin ⟿ Artificial Saxophones,Simulationsumgebung für die physikalische Akustik von Blasinstrumenten.,musical_instrument_acoustics,Musical instrument acoustics,Musikinstrumentenakustik,core,active,,793644976,available,,False,False,False,main,Jupyter Notebook,MIT,"[""acoustics"",""openwind"",""physical-modeling"",""saxophone"",""wind-instruments""]",1,0,0,2024-04-29T15:53:51Z,2024-12-27T00:10:13Z,2026-01-14T03:01:34Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0086,tonykoop/didgeridoo,tonykoop/didgeridoo,https://github.com/tonykoop/didgeridoo,https://github.com/tonykoop/didgeridoo,"Stave-built didgeridoo design — 2013 acoustic study covering 25 musical keys (C1-C3, with build lengths from ~27"" at C3 to ~107"" at C1), frequency-to-length calculations, stave geometry across L:D aspect ratios 22:1 to 26:1, and design brainstorming for internal-rib patterns. Sister project to djembe and ashiko-drum-workshop.","Akustik, Analyse oder physikalische Modellierung von Musikinstrumenten.",musical_instrument_acoustics,Musical instrument acoustics,Musikinstrumentenakustik,core,active,,1221123551,available,,False,False,False,main,OpenSCAD,CC-BY-4.0,"[""aboriginal-australia"",""acoustics"",""cad"",""didgeridoo"",""harmonic-series"",""mechanical-engineering"",""musical-instruments"",""open-hardware"",""parametric-design"",""portfolio"",""solidworks"",""stave-construction"",""wind-instrument"",""wind-instruments"",""woodturning"",""woodworking""]",0,0,7,2026-04-25T19:32:53Z,2026-07-03T16:32:00Z,2026-07-03T16:32:06Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0087,danftang/MusicalInstrumentSim,danftang/MusicalInstrumentSim,https://github.com/danftang/MusicalInstrumentSim,https://github.com/danftang/MusicalInstrumentSim,Experiments simulating musical instruments,"Akustik, Analyse oder physikalische Modellierung von Musikinstrumenten.",musical_instrument_acoustics,Musical instrument acoustics,Musikinstrumentenakustik,core,active,,140095532,available,,False,False,False,master,Kotlin,MIT,"[""acoustics"",""modelling"",""musical-instruments"",""simulation""]",0,0,0,2018-07-07T15:27:06Z,2018-11-27T22:32:53Z,2018-11-27T22:32:54Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0088,Rhapsodizer/AcousticDataViewer,Rhapsodizer/AcousticDataViewer,https://github.com/Rhapsodizer/AcousticDataViewer,https://github.com/Rhapsodizer/AcousticDataViewer,Web Application for Acoustic Data Visualization,"Akustik, Analyse oder physikalische Modellierung von Musikinstrumenten.",musical_instrument_acoustics,Musical instrument acoustics,Musikinstrumentenakustik,core,active,,771637126,available,https://rhapsodizer.github.io/AcousticDataViewer/,False,False,False,main,HTML,MIT,"[""acoustics"",""data-visualization"",""guitar"",""musical-instruments"",""violin""]",0,0,0,2024-03-13T17:04:01Z,2024-03-29T13:41:55Z,2024-03-19T16:32:18Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0089,lucdoebereiner/OboeJS,lucdoebereiner/OboeJS,https://github.com/lucdoebereiner/OboeJS,https://github.com/lucdoebereiner/OboeJS,Constraint-Based Generation of Oboe Fingering Sequences,JavaScript-Bibliothek zur regelbasierten Erzeugung spielbarer Griffsequenzen für Oboe.,organology_and_instrument_knowledge,Organology and instrument knowledge,Organologie und Instrumentenwissen,core,active,,119965468,available,,False,False,False,master,JavaScript,,[],4,0,0,2018-02-02T10:04:51Z,2018-12-03T12:34:01Z,2025-06-27T12:07:50Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0090,vlsi-nanocomputing/dynamic-sound,vlsi-nanocomputing/dynamic-sound,https://github.com/vlsi-nanocomputing/dynamic-sound,https://github.com/vlsi-nanocomputing/dynamic-sound,"DynamicSound Simulator is a modular Python library for generating virtual acoustic scenes with configurable microphones, sound sources, and environments, supporting research and development in beamforming, source localization, audio augmentation, and acoustic machine learning","Modulare Python-Bibliothek zur Erzeugung virtueller akustischer Szenen mit Quellen, Mikrofonen und Umgebungen.",room_and_virtual_acoustics,Room and virtual acoustics,Raum- und virtuelle Akustik,core,active,,1115181180,available,,False,False,False,main,Python,Apache-2.0,[],19,8,1,2025-12-12T13:11:49Z,2026-07-15T15:41:07Z,2026-08-24T11:34:11Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0091,InstrumentBible/oscilloscope.js,instrumentbible/oscilloscope.js,https://github.com/InstrumentBible/oscilloscope.js,https://github.com/instrumentbible/oscilloscope.js,JavaScript library for audio visualization. 📟,JavaScript-Bibliothek zur oszilloskopartigen Visualisierung von Audiosignalen.,general_acoustics_and_measurement,General acoustics and measurement,Allgemeine Akustik und Messung,core,active,,314442736,available,https://instrumentbible.github.io/oscilloscope.js/,False,False,False,main,JavaScript,MIT,"[""acoustics"",""audio"",""audio-visualizer"",""javascript"",""music-visualizer"",""oscilloscope"",""webaudio""]",18,2,0,2020-11-20T04:05:03Z,2021-05-23T20:19:10Z,2026-03-11T03:44:23Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0092,InstrumentBible/tune.js,instrumentbible/tune.js,https://github.com/InstrumentBible/tune.js,https://github.com/instrumentbible/tune.js,microtonal tuner built with Web Audio API  🎵  ,"Mikrotonales Stimmgerät und Bibliothek für Frequenz-, Cent- und Temperamentberechnungen im Web Audio API.",general_acoustics_and_measurement,General acoustics and measurement,Allgemeine Akustik und Messung,core,active,,300516097,available,https://instrumentbible.github.io/tune.js/,False,False,False,main,JavaScript,MIT,"[""acoustics"",""calculate-cents"",""cents"",""frequency"",""microtonal"",""microtonality"",""midi"",""mtof"",""music"",""music-theory"",""sound"",""temperament"",""tune"",""tuner"",""web-audio-api"",""webaudio""]",8,0,0,2020-10-02T05:59:20Z,2024-12-12T08:21:09Z,2026-05-13T20:01:58Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0093,calanuzao/thesis,calanuzao/thesis,https://github.com/calanuzao/thesis,https://github.com/calanuzao/thesis,Thesis Documentation,"Akustik, Analyse oder physikalische Modellierung von Musikinstrumenten.",musical_instrument_acoustics,Musical instrument acoustics,Musikinstrumentenakustik,adjacent,active,,925761789,available,https://calanuzao.github.io/thesis/,False,False,False,main,JavaScript,,"[""acoustics"",""comsol-multiphysics"",""electrical-engineering""]",1,0,0,2025-02-01T17:27:00Z,2026-01-29T19:48:14Z,2026-02-06T03:14:22Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0094,aadjones/drum-vibes,aadjones/drum-vibes,https://github.com/aadjones/drum-vibes,https://github.com/aadjones/drum-vibes,Visualizing the vibrations of an ideal circular membrane,"Akustik, Analyse oder physikalische Modellierung von Musikinstrumenten.",musical_instrument_acoustics,Musical instrument acoustics,Musikinstrumentenakustik,core,active,,1331456681,available,,False,False,False,main,JavaScript,,"[""acoustics"",""music"",""pde""]",0,0,0,2026-08-12T00:12:43Z,2026-08-12T00:12:47Z,2026-08-12T00:14:34Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0095,audiolabs/SNDB,audiolabs/SNDB,https://github.com/audiolabs/SNDB,https://github.com/audiolabs/SNDB,"The Single Note Database, containing 30883 samples of 11 instruments from 4 datasets.","Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,146425389,available,,False,False,False,master,,,"[""database"",""machine-learning""]",31,3,2,2018-08-28T09:41:41Z,2018-10-19T07:55:02Z,2026-07-05T14:50:36Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0096,ybhan/Musical-Instrument-Recognition,ybhan/Musical-Instrument-Recognition,https://github.com/ybhan/Musical-Instrument-Recognition,https://github.com/ybhan/Musical-Instrument-Recognition,🎶 Musical instrument recognition in isolated notes and solo phrases by Gammatone and CNN,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,176994327,available,,False,False,False,master,MATLAB,MIT,"[""cnn"",""gammatone"",""matlab"",""musical-instrument"",""python"",""recognition""]",1,0,0,2019-03-21T17:34:19Z,2019-09-30T02:01:47Z,2023-02-16T02:35:50Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0097,SeyedMuhammadHosseinMousavi/Persian-Classical-Music-Instrument-Recognition-PCMIR-Using-a-Novel-Persian-Music-Database,SeyedMuhammadHosseinMousavi/Persian-Classical-Music-Instrument-Recognition-PCMIR-Using-a-Novel-Persian-Music-Database,https://github.com/SeyedMuhammadHosseinMousavi/Persian-Classical-Music-Instrument-Recognition-PCMIR-Using-a-Novel-Persian-Music-Database,https://github.com/SeyedMuhammadHosseinMousavi/Persian-Classical-Music-Instrument-Recognition-PCMIR-Using-a-Novel-Persian-Music-Database,Persian Classical Music Instrument Recognition (PCMIR) Using a Novel Persian Music Database,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,425849508,available,https://ieeexplore.ieee.org/abstract/document/8965166,False,False,False,main,MATLAB,CC0-1.0,"[""classification"",""feature-extraction"",""feature-selection"",""fuzzy-logic"",""iccke"",""ieee"",""mfcc"",""mfcc-features"",""mousavi"",""multi-layered-neural-network"",""musical-instrument"",""persian-music"",""signal-processing"",""spectral-analysis"",""zero-crossing-rate-variation""]",2,1,0,2021-11-08T13:31:06Z,2024-11-25T19:39:31Z,2024-11-25T19:44:00Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0098,minh-d-nguyen/Musical-Instrument-Classification,minh-d-nguyen/Musical-Instrument-Classification,https://github.com/minh-d-nguyen/Musical-Instrument-Classification,https://github.com/minh-d-nguyen/Musical-Instrument-Classification,A research project focused on how sound files of different musical instruments can be classified. The goal is to find an effective machine learning algorithm for this task by trying different algorithms.,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,85739979,available,,False,False,False,master,Matlab,,"[""classification-algorithm"",""machine-learning"",""musical-instrument""]",0,0,0,2017-03-21T18:38:54Z,2017-04-30T07:19:41Z,2017-03-22T16:17:54Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0099,Soumendraprasad/Musical-Instrument-Sound-Classification,Soumendraprasad/Musical-Instrument-Sound-Classification,https://github.com/Soumendraprasad/Musical-Instrument-Sound-Classification,https://github.com/Soumendraprasad/Musical-Instrument-Sound-Classification,Classification Of Musical Instrument by Their Sounds,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,617807894,available,,False,False,False,master,Jupyter Notebook,,[],0,0,0,2023-03-23T06:38:08Z,2023-06-29T12:31:57Z,2023-03-23T08:59:31Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0100,LMicol/instrument-classifier,LMicol/instrument-classifier,https://github.com/LMicol/instrument-classifier,https://github.com/LMicol/instrument-classifier,Classifying sound waves using machine learning,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,902074568,available,,False,False,False,main,Jupyter Notebook,MIT,[],0,0,0,2024-12-11T21:22:28Z,2024-12-20T10:34:37Z,2024-12-20T15:54:17Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0101,brenorb/NN-InstrumentPointer,brenorb/NN-InstrumentPointer,https://github.com/brenorb/NN-InstrumentPointer,https://github.com/brenorb/NN-InstrumentPointer,"A neural network which learns timbres of musical instruments and can, then, point which was it.","Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,141490634,available,,False,False,False,master,Matlab,MIT,"[""cepstral-analysis"",""deep-learning"",""identification"",""musical-instruments""]",0,0,0,2018-07-18T21:10:55Z,2018-07-18T22:03:58Z,2022-10-14T01:27:45Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0102,biboamy/IAD,biboamy/IAD,https://github.com/biboamy/IAD,https://github.com/biboamy/IAD,,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,192280741,available,,False,False,False,master,Python,,[],10,3,1,2019-06-17T05:31:40Z,2019-08-02T15:13:00Z,2025-09-01T06:58:52Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0103,biboamy/instrument-prediction,biboamy/instrument-prediction,https://github.com/biboamy/instrument-prediction,https://github.com/biboamy/instrument-prediction,,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,136438804,available,,False,False,False,master,Python,MIT,[],27,4,3,2018-06-07T07:26:30Z,2020-05-12T02:53:37Z,2026-07-26T01:10:28Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0104,Veleslavia/SMC2016,Veleslavia/SMC2016,https://github.com/Veleslavia/SMC2016,https://github.com/Veleslavia/SMC2016,The repo contains the code for a paper from SMC 2016 conference dedicated to the comparison of audio-based and image-based strategies for musical instrument recognition.,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,63327742,available,,False,False,False,master,Jupyter Notebook,,[],1,0,0,2016-07-14T10:38:28Z,2016-09-03T19:57:53Z,2019-10-25T17:22:26Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0105,Veleslavia/EUSIPCO2017,Veleslavia/EUSIPCO2017,https://github.com/Veleslavia/EUSIPCO2017,https://github.com/Veleslavia/EUSIPCO2017,"This repository contains code for musical instrument recognition experiments for the paper entitled ""Timbre Analysis of Music Audio Signals with Convolutional Neural Networks"".","Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,84209921,available,,False,False,False,master,Python,AGPL-3.0,[],55,10,2,2017-03-07T14:40:48Z,2018-04-27T15:22:35Z,2026-06-10T11:33:45Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0106,gilpanal/instrument_recognition_AST,gilpanal/instrument_recognition_AST,https://github.com/gilpanal/instrument_recognition_AST,https://github.com/gilpanal/instrument_recognition_AST,The code is a Proof Of Concept to study the accuracy of AST model when it comes to detect musical instruments from existing datasets such as MoisesDB and DSD100,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,990724868,available,https://gilpanal.github.io/instrument_recognition_AST/,False,False,False,main,Python,MIT,"[""annotations"",""ast"",""dsd100"",""essentia"",""instruments"",""mir"",""moisesdb"",""musical"",""transformers""]",0,0,0,2025-05-26T14:34:59Z,2026-04-28T09:38:22Z,2026-04-28T09:38:25Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0107,seungheondoh/instrument-classification,seungheondoh/instrument-classification,https://github.com/seungheondoh/instrument-classification,https://github.com/seungheondoh/instrument-classification,Music Instrument Classification using Machine Learning Algorithm,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,179987525,available,,False,False,False,master,Python,,"[""machine-learning"",""music-instrument-classification"",""nsynth""]",15,9,0,2019-04-07T15:46:41Z,2019-04-07T16:39:51Z,2026-05-10T17:35:13Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0108,KunalDhawan/Musical-Instrument-Detection,KunalDhawan/Musical-Instrument-Detection,https://github.com/KunalDhawan/Musical-Instrument-Detection,https://github.com/KunalDhawan/Musical-Instrument-Detection,A Digital Signal Processing course project aimed at building a system for effective musical instrument detection given a sound recording,"Instrumentenerkennung, Timbreklassifikation oder instrumentbezogener Datensatz.",instrument_recognition_and_datasets,"Instrument recognition, transcription, and datasets","Instrumentenerkennung, Transkription und Datensätze",core,active,,113409851,available,,False,False,False,master,Matlab,,[],7,0,0,2017-12-07T06:04:10Z,2017-12-07T06:25:54Z,2026-05-10T17:36:16Z,2026-08-22,2026-08-25T15:30:14Z
